identifier,caseIdentifierURI,caseIdentifierUUID,name,description,jurisdiction,academicSubject,inLanguage,adoptionStatus,dateCreated,dateModified,notes,author,provider,license,attributionStatement
b3a32c84-e26b-5c5c-b8d6-fef32b885df6,https://satchelcommons.com/ims/case/v1p0/CFDocuments/111fce86-80e4-444e-ba51-a67539ad71a7,111fce86-80e4-444e-ba51-a67539ad71a7,Delaware Next Generation Science Standards,,Delaware,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
ce994c6a-9653-51a1-8404-5eccc29e57b8,https://satchelcommons.com/ims/case/v1p0/CFDocuments/b6a866cf-e837-426e-bdd8-25fe88e3f454,b6a866cf-e837-426e-bdd8-25fe88e3f454,New Hampshire Next Generation Science Standards,,New Hampshire,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
5fdd476d-0591-5666-9132-9848c4d1aae4,https://case.nd.gov/uri/e3cc2a48-bfc2-11ea-8eed-0242c0a84003,e3cc2a48-bfc2-11ea-8eed-0242c0a84003,North Dakota Social Studies Content Standards,,North Dakota,Social Studies,en-US,Implemented,,2020-11-06,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
21d4fc4e-1c31-57bf-859a-b2251d86e030,https://satchelcommons.com/ims/case/v1p0/CFDocuments/3455e53c-c691-4ddc-8528-cb82b3f3c987,3455e53c-c691-4ddc-8528-cb82b3f3c987,Wisconsin Standards for Social Studies,,Wisconsin,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
41cff25c-d6cd-542f-b60d-0697f6d96840,https://casestandards.cps.edu/ims/case/v1p0/CFDocuments/189719e9-90f1-4af4-b8fb-d74d12e5c4e7,189719e9-90f1-4af4-b8fb-d74d12e5c4e7,Illinois Learning Standards (ILS) for Science,Science Academic Standards for the State of Illinois,Illinois,Science,en-US,Implemented,,2025-04-12,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
c2111bdb-d552-5bd9-8844-ee20df0e1102,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c608afbe-d7cb-11e8-824f-0242ac160002,c608afbe-d7cb-11e8-824f-0242ac160002,Hawaii Common Core State Standards for Mathematics,,Hawaii,Mathematics,en-US,Implemented,,2024-08-05,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
d6bdb40d-9eaf-5d0f-b4e5-f1bc357d221e,https://satchelcommons.com/ims/case/v1p0/CFDocuments/028ba529-227c-4ea9-9499-b52adeda9cec,028ba529-227c-4ea9-9499-b52adeda9cec,Idaho Content Standards Social Studies (2022),,Idaho,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
04153ba0-b351-599f-8bc7-41e63872cd50,https://ky.satchelcommons.com/ims/case/v1p0/CFDocuments/51ab2ae2-688d-11ea-911c-0242c0a83003,51ab2ae2-688d-11ea-911c-0242c0a83003,Kentucky Academic Standards: Social Studies (2022),,Kentucky,Social Studies,en-US,Implemented,,2024-06-26,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
e06a5b61-5aae-5b7a-9a06-b5689d69b6c0,https://satchelcommons.com/ims/case/v1p0/CFDocuments/9ad008ce-2bcd-437c-b8d1-0c6ed886c17e,9ad008ce-2bcd-437c-b8d1-0c6ed886c17e,Nebraska Social Studies,,Nebraska,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
22289246-0bc4-5b18-a415-48f63dfd1812,https://satchelcommons.com/ims/case/v1p0/CFDocuments/d9f6458a-fd27-4daf-987b-e2e925fa4e54,d9f6458a-fd27-4daf-987b-e2e925fa4e54,Missouri Learning Standards: Science,,Missouri,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
9b07e219-29d6-582f-9418-9dd2449d8af2,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c63aaddb-d7cb-11e8-824f-0242ac160002,c63aaddb-d7cb-11e8-824f-0242ac160002,Missouri Learning Standards: Mathematics,,Missouri,Mathematics,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
e803324f-9cf3-5b68-8bbd-b00eeb60a814,https://satchelcommons.com/ims/case/v1p0/CFDocuments/3045a812-e0ee-4b0f-922a-ba3439c513a6,3045a812-e0ee-4b0f-922a-ba3439c513a6,New Jersey Student Learning Standards for Mathematics (2023),,New Jersey,Mathematics,en-US,Implemented,,2025-03-15,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
703491cc-2214-550d-9cc6-5eb502d36e6d,https://api.wisestandards.dpi.wi.gov/server/api/v1/WDP01/ims/case/v1p0/CFDocuments/1adaac54-1b08-4e9c-ac44-57a55707827d,1adaac54-1b08-4e9c-ac44-57a55707827d,Wisconsin Standards for English Language Arts,English Language Arts 2020,Wisconsin,English Language Arts,en-US,Implemented,,2023-07-06,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
41a7230c-3f70-56ef-837a-f08b07e3043c,https://satchelcommons.com/ims/case/v1p0/CFDocuments/2d4b52ac-256d-4ea6-8c8f-c2acddc582e5,2d4b52ac-256d-4ea6-8c8f-c2acddc582e5,Wyoming Science Content & Performance Standards 2021,,Wyoming,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
bfc51046-2320-5975-a698-51066a2da72a,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c648b6d8-d7cb-11e8-824f-0242ac160002,c648b6d8-d7cb-11e8-824f-0242ac160002,Maryland College and Career-Ready Standards - Mathematics,,Maryland,Mathematics,en-US,Implemented,,2025-05-14,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
47fd05e7-58b4-50a3-86af-47c676accdc3,https://satchelcommons.com/ims/case/v1p0/CFDocuments/23ed8584-1f20-4932-9af8-9dbbc30ca2e8,23ed8584-1f20-4932-9af8-9dbbc30ca2e8,Kansas Science Standards,,Kansas,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
174ab9b1-127b-5684-b788-37952b3eca75,https://satchelcommons.com/ims/case/v1p0/CFDocuments/f9e5f0da-55a4-433e-aa92-6c91e66dc25c,f9e5f0da-55a4-433e-aa92-6c91e66dc25c,Nevada Academic Content Standards for Social Studies,,Nevada,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
02b47e1a-5aba-5bc6-b2dc-8b79ed1af72b,https://mt.satchelcommons.com/ims/case/v1p0/CFDocuments/c648c5d7-d7cb-11e8-824f-0242ac160002,c648c5d7-d7cb-11e8-824f-0242ac160002,Montana Content Standards for English Language Arts and Literacy 2011,,Montana,English Language Arts,en-US,Implemented,,2025-03-13,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
565c0e50-dca2-5463-950a-665ce0811b33,https://api.wisestandards.dpi.wi.gov/server/api/v1/WDP01/ims/case/v1p0/CFDocuments/6bab37e8-30b5-4079-8cc5-4d0be1dce66e,6bab37e8-30b5-4079-8cc5-4d0be1dce66e,Wisconsin Standards for Mathematics,Wisconsin Standards for Mathematics adopted May 2021,Wisconsin,Mathematics,en-US,Implemented,,2023-07-22,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
a82848eb-7633-51c5-bacf-e2df9c947d86,https://standards.azed.gov/uri/c6498415-d7cb-11e8-824f-0242ac160002,c6498415-d7cb-11e8-824f-0242ac160002,Arizona Mathematics Standards (2016),,Arizona,Mathematics,en-US,Implemented,,2025-05-13,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
2f0187f7-c97c-5e81-b040-371d37028334,https://satchelcommons.com/ims/case/v1p0/CFDocuments/ef5da714-d5ba-4db0-aa64-cdf126327c52,ef5da714-d5ba-4db0-aa64-cdf126327c52,Alaska K-12 Science Standards (2019),,Alaska,Science,en-US,Implemented,,2025-05-06,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
85a89184-148c-5ee3-9f24-5a2f105984c7,https://satchelcommons.com/ims/case/v1p0/CFDocuments/ea215d39-7654-49ec-9c58-4cfb5a2bb3ba,ea215d39-7654-49ec-9c58-4cfb5a2bb3ba,Hawaiʻi Core Standards in Social Studies,,Hawaii,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
f2f205f9-52cc-5a53-9a80-5a2e00c4b401,https://satchelcommons.com/ims/case/v1p0/CFDocuments/97985277-9740-406e-8d86-ff3f9e15369e,97985277-9740-406e-8d86-ff3f9e15369e,South Dakota Science Standards,,South Dakota,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
a149b07c-d3db-57f5-8da0-25454b3a0484,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c648fd31-d7cb-11e8-824f-0242ac160002,c648fd31-d7cb-11e8-824f-0242ac160002,South Dakota Mathematics Content Standards (2018),,South Dakota,Mathematics,en-US,Implemented,,2024-11-08,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
c694c685-65be-5f32-ab91-40f56b12f3c8,https://satchelcommons.com/ims/case/v1p0/CFDocuments/dd27a125-2d86-417d-9ade-0e15e621719b,dd27a125-2d86-417d-9ade-0e15e621719b,Oklahoma Academic Standards for Social Studies,,Oklahoma,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
478dc833-c900-5b27-8e68-0cdb81ae5fcc,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c607e8f1-d7cb-11e8-824f-0242ac160002,c607e8f1-d7cb-11e8-824f-0242ac160002,Massachusetts Curriculum Framework for English Language Arts and Literacy,,Massachusetts,English Language Arts,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
00bcc689-c7a6-5ef4-ac09-c868f9e25a06,https://satchelcommons.com/ims/case/v1p0/CFDocuments/822e5a6e-bcb0-45b8-bb82-a2c88d5b4bb7,822e5a6e-bcb0-45b8-bb82-a2c88d5b4bb7,K-12 New Hampshire Social Studies Curriculum Framework,,New Hampshire,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
c677098c-6c1c-5053-8bae-cc3fd2f62ea4,https://satchelcommons.com/ims/case/v1p0/CFDocuments/67c31e7f-244f-492d-9393-47b8cbb628f3,67c31e7f-244f-492d-9393-47b8cbb628f3,Connecticut Next Generation Science Standards,,Connecticut,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
212ef679-84a2-57e0-bbf2-6ce9e61a53db,https://satchelcommons.com/ims/case/v1p0/CFDocuments/9a18115e-68a7-4db3-a667-911e7347ca14,9a18115e-68a7-4db3-a667-911e7347ca14,New York State P-12 Science Learning Standards,,New York,Science,en-US,Implemented,,2025-02-24,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
a66a60bd-f268-525d-b7a8-53896e7a8ad9,https://api.resourcehub.in.gov/server/api/v1/IDOE1/ims/case/v1p0/CFDocuments/de3e57e1-609d-48e4-a3ba-61f469b83734,de3e57e1-609d-48e4-a3ba-61f469b83734,Indiana Academic Standards for Science & Computer Science,,Indiana,Other,en-US,Implemented,,2023-06-02,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
88e54b9d-af15-52b1-aeef-c18c8fb72949,https://satchelcommons.com/ims/case/v1p0/CFDocuments/f7999488-d07b-43ac-8694-0a473c8ba975,f7999488-d07b-43ac-8694-0a473c8ba975,Alaska Social Studies Content Standards,,Alaska,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
58b0fd02-fd40-551a-87ca-1deb66d7e531,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c64930d4-d7cb-11e8-824f-0242ac160002,c64930d4-d7cb-11e8-824f-0242ac160002,Alaska English/Language Arts Standards (2012),,Alaska,English Language Arts,en-US,Implemented,,2025-02-06,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
2ed8559c-9a7f-5249-8f8a-d096c8b3a2a8,https://casestandards.cps.edu/ims/case/v1p0/CFDocuments/c64891a3-d7cb-11e8-824f-0242ac160002,c64891a3-d7cb-11e8-824f-0242ac160002,Illinois Learning Standards (ILS) for English Language Arts (ELA),,Illinois,English Language Arts,en-US,Implemented,,2025-01-10,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
b39c9f35-cb39-56fe-8aff-d57854d9ff09,https://satchelcommons.com/ims/case/v1p0/CFDocuments/4e0f08db-b43c-4994-b61b-c7d47a510efd,4e0f08db-b43c-4994-b61b-c7d47a510efd,Pennsylvania Academic Standards for Economics (2002),,Pennsylvania,Social Studies,en-US,Implemented,,2024-01-29,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
c0f796a4-0024-5084-9350-16d4c0bcfd8c,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c638bb1c-d7cb-11e8-824f-0242ac160002,c638bb1c-d7cb-11e8-824f-0242ac160002,Pennsylvania Core English Language Arts,,Pennsylvania,English Language Arts,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
ffb65da8-a5b8-58d8-8e5c-71c2dbb8e7ea,https://alabamastandards.org/ims/case/v1p0/CFDocuments/0c01a9eb-4d20-4578-89fb-3876b435c3d4,0c01a9eb-4d20-4578-89fb-3876b435c3d4,Mathematics (2019),"The *2019 Alabama Course of Study: Mathematics* defines the knowledge and skills students should know and be able to do after each course and upon graduation from high school. Mastery of the standards enables students to expand professional opportunities, understand and critique the world, and experience the joy, wonder, and beauty of mathematics (National Council of Teacher of Mathematics [NCTM], 2018). Courses within the *2019 Alabama Course of Study: Mathematics* are organized into Alabama Content Areas which are adapted from those present in the draft of the NAEP 2025 Mathematics Framework. High school courses also incorporate recommendations for the Essential Concepts as identified by the National Council of Teachers of Mathematics (2018) and other documents.

Please refer to the *2019 Alabama Course of Study: Mathematics* official source document for more information.",Alabama,Mathematics,en-US,Implemented,,2025-05-06,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
ee29b432-5456-5e0a-9c1a-37c2fc78bd3c,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c6647f96-d7cb-11e8-824f-0242ac160002,c6647f96-d7cb-11e8-824f-0242ac160002,Mississippi College and Career Readiness Standards for Mathematics (2016),,Mississippi,Mathematics,en-US,Implemented,,2024-11-08,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
a5a176c9-d106-5c17-bf9e-635b9e12e169,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c648867e-d7cb-11e8-824f-0242ac160002,c648867e-d7cb-11e8-824f-0242ac160002,Delaware Mathematics Standards,,Delaware,Mathematics,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
2958c115-70a7-5897-90d9-00e56a34343e,https://standards.ed.sc.gov/ims/case/v1p0/CFDocuments/f73bc681-f953-4c40-aa76-6b1a35648b1d,f73bc681-f953-4c40-aa76-6b1a35648b1d,"English Language Arts, K-12 (2024) South Carolina College And Career Ready Standards for English Language Arts",,South Carolina,English Language Arts,en-US,Implemented,,2025-01-03,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
6e3e0815-ec88-5fd3-80d2-e90d3b972391,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c649d674-d7cb-11e8-824f-0242ac160002,c649d674-d7cb-11e8-824f-0242ac160002,North Carolina Standard Course of Study English Language Arts,,North Carolina,English Language Arts,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
d4f00ac3-d510-5ca3-9406-ca7d3cb8625b,https://case.georgiastandards.org/ims/case/v1p1/CFDocuments/27a08dc6-416e-11e7-ba71-02bd89fdd987,27a08dc6-416e-11e7-ba71-02bd89fdd987,Science - Georgia Standards of Excellence,,Georgia,Science,en-US,Implemented,,2024-12-09,"On June 9, 2016, the State Board of Education approved the K-12 Georgia Standards of Excellence (GSE) for Science. The K-12 Science GSE were​ implemented during the 2017-2018 school year following a full year of teacher training.

On July 18, 2019, the State Board of Education approved the Georgia Standards of Excellence (GSE) for the following high school science courses:  Astronomy, Botany, Ecology, Entomology, Epidemiology, Forensic Science, Geology, Human Anatomy & Physiology, Meteorology, Microbiology, Oceanography, and Zoology. These Science GSE courses were implemented during the 2020-2021 school year.",1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
aa967867-3b6d-5629-86ce-01f10baeb088,https://standards.ed.sc.gov/ims/case/v1p0/CFDocuments/392fbedd-7702-4f31-b096-f7083441ea8e,392fbedd-7702-4f31-b096-f7083441ea8e,"Science, K-12 (2021) South Carolina College and Career Ready Science Standards",,South Carolina,Science,en-US,Implemented,,2024-11-06,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
cd7798ec-c571-597a-afca-62464ced2d42,https://satchelcommons.com/ims/case/v1p0/CFDocuments/fcdec98c-2df2-4335-9be6-a2b43fa00ea1,fcdec98c-2df2-4335-9be6-a2b43fa00ea1,Oregon 2021 Social Science Standards Integrated with Ethnic Studies,,Oregon,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
6becf2d7-2232-5ead-983f-9f0a4de24ab7,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c6496676-d7cb-11e8-824f-0242ac160002,c6496676-d7cb-11e8-824f-0242ac160002,Common Core State Standards for Math,,Multi-State,Mathematics,en-US,Implemented,,2025-02-11,"These Standards define what students should understand and be able to do in their study of mathematics. Asking a student to understand something means asking a teacher to assess whether the student has understood it. But what does mathematical understanding look like? One hallmark of mathematical understanding is the ability to justify, in a way appropriate to the student's mathematical maturity, why a particular mathematical statement is true or where a mathematical rule comes from. There is a world of difference between a student who can summon a mnemonic device to expand a product such as (a + b)(x + y) and a student who can explain where the mnemonic comes from. The student who can explain the rule understands the mathematics, and may have a better chance to succeed at a less familiar task such as expanding (a + b + c)(x + y). Mathematical understanding and procedural skill are equally important, and both are assessable using mathematical tasks of sufficient richness.

**Suggested Citation:** National Governors Association Center for Best Practices & Council of Chief State School Officers. (2010). *Common Core State Standards for mathematics.*

**Source for Associations with WIDA framework:** Shafer Willner, L. (2022). *Correspondences [Associations] between the Common Core State Standards for Mathematics and the WIDA English Language Development Standards Framework, 2020 Edition: Kindergarten-grade 12.* Board of Regents of the University of Wisconsin System.",1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
b02c54bf-780b-5adc-b5a5-013c374d0830,https://teks-api.texasgateway.org/ims/case/v1p0/CFDocuments/2ccca18f-b9cf-5710-8e66-13be2b1b71ba,2ccca18f-b9cf-5710-8e66-13be2b1b71ba,Chapter 112. Science,Chapter 112. Science,Texas,Science,en-US,Implemented,,2021-08-05,Version notes: - Updated from v2.1.1 to v2.1.2 on 1/25/19 to fix humanCodingScheme and listEnumeration for final four terms in Grade 5.- This v.2.1.1 document replaces v1.1.1,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
929b8a9b-d431-5729-9362-b71c1815e528,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c1ae0acd-cf15-429a-ae61-afc0a1a2480a,c1ae0acd-cf15-429a-ae61-afc0a1a2480a,Mathematics Standards of Learning for Virginia Public Schools (2023),,Virginia,Mathematics,en-US,Implemented,,2025-02-06,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
8799eba1-887e-5d9e-b996-4b6d07a0b504,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c648b1d1-d7cb-11e8-824f-0242ac160002,c648b1d1-d7cb-11e8-824f-0242ac160002,Maryland College and Career-Ready Standards - English Language Arts,,Maryland,English Language Arts,en-US,Implemented,,2025-02-20,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
d028b33c-13ee-5daa-a330-2355f27aa022,https://satchelcommons.com/ims/case/v1p0/CFDocuments/70cdcdad-2e7f-438d-95b5-9bab17bc472d,70cdcdad-2e7f-438d-95b5-9bab17bc472d,2018 Mississippi College and Career Readiness Standards for Science,,Mississippi,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
