identifier,caseIdentifierURI,caseIdentifierUUID,name,description,jurisdiction,academicSubject,inLanguage,adoptionStatus,dateCreated,dateModified,notes,author,provider,license,attributionStatement
3950939e-bc62-5cf9-85fd-306d9aa0bce6,https://satchelcommons.com/ims/case/v1p0/CFDocuments/4d1ac0d2-bd30-4d4e-9d04-76d3bbc34740,4d1ac0d2-bd30-4d4e-9d04-76d3bbc34740,Washington State K-12 Science Learning Standards,,Washington,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
a54ee49c-6c7b-5c24-ae1e-0c8142d471f4,https://standards.ed.sc.gov/ims/case/v1p0/CFDocuments/9975325b-a599-4a34-9f5c-dfda9240caae,9975325b-a599-4a34-9f5c-dfda9240caae,"Social Studies, K-12 (2019) South Carolina College and Career Ready Standards for Social Studies",,South Carolina,Social Studies,en-US,Implemented,,2024-11-06,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
1fa3814f-f108-58ec-a2ce-6557112e0278,https://alabamastandards.org/ims/case/v1p0/CFDocuments/d90c97ad-c327-4799-97bc-37789308baab,d90c97ad-c327-4799-97bc-37789308baab,Science (2023),"The *Alabama Course of Study: Science* defines what learners should know and be able to accomplish after each grade level or course in order to be scientifically literate citizens upon graduation. Refer to the *Alabama Course of Study: Science* official document for more information.

View the crosswalk alignments between the *2023 Alabama Course of Study: Science* and the *2015 Alabama Course of Study: Science* at https://bit.ly/Sci23Crosswalks.

View the Science COS Unpacked Content at https://bit.ly/23SciUnpacked.",Alabama,Science,en-US,Implemented,,2025-04-10,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
c7d03458-7354-5940-825e-acd9e636063a,https://satchelcommons.com/ims/case/v1p0/CFDocuments/f5e0c664-4c97-4919-bed9-27c2ab61db0e,f5e0c664-4c97-4919-bed9-27c2ab61db0e,Vermont Next Generation Science Standards,,Vermont,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
fcfbf085-697e-5c8c-8370-ca95a50b3368,https://satchelcommons.com/ims/case/v1p0/CFDocuments/96a77334-8055-4d33-b36c-3c5ec2ff518c,96a77334-8055-4d33-b36c-3c5ec2ff518c,West Virginia College- and Career-Readiness Standards for Social Studies,,West Virginia,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
e9d0d0ff-ee18-5339-b429-3e6cf194b609,https://standards.wida.us/uri/97c883b4-8590-454f-b222-f28298ec9a81,97c883b4-8590-454f-b222-f28298ec9a81,"WIDA English Language Development Standards Framework, 2020 Digital Explorer","This is a tool for exploring the WIDA English Language Development (ELD) Standards Framework. Explore by ELD Standards Statement and grade-level cluster, or by Key Language Use and communication mode. Explore Proficiency Level Descriptors (PLDs) by grade-level cluster and communication mode.",Multi-State,English Language Arts,en-US,Implemented,,2024-09-23,"Suggested citation: WIDA. (2020). WIDA English language development standards framework, 2020 edition: Kindergarten–grade 12. Board of Regents of the University of Wisconsin System.",1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
5916a994-d29a-59b8-ba7c-6dbaa5b41f2b,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c664c0fa-d7cb-11e8-824f-0242ac160002,c664c0fa-d7cb-11e8-824f-0242ac160002,Mississippi College and Career Readiness Standards for English Language Arts,,Mississippi,English Language Arts,en-US,Implemented,,2024-11-08,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
93143071-b8ce-59b5-ab8f-62c9f73c35fa,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c6652039-d7cb-11e8-824f-0242ac160002,c6652039-d7cb-11e8-824f-0242ac160002,Kansas Standards for English Language Arts,,Kansas,English Language Arts,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
c367bc57-6c91-5759-a5c0-e13769caa261,https://satchelcommons.com/ims/case/v1p0/CFDocuments/06f770cb-67f7-4a1a-9c70-5e9f6510e5b7,06f770cb-67f7-4a1a-9c70-5e9f6510e5b7,English Standards of Learning for Virginia Public Schools (2024),,Virginia,English Language Arts,en-US,Implemented,,2025-02-28,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
3769c8fe-095f-563f-8d1a-ef1a3be84a53,https://satchelcommons.com/ims/case/v1p0/CFDocuments/ef106d0a-ed75-4d87-a737-de1ea5bef9ca,ef106d0a-ed75-4d87-a737-de1ea5bef9ca,Missouri Learning Standards: Social Studies,,Missouri,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
cf6fd693-f1d3-5eaf-b31f-89c2f9572243,https://satchelcommons.com/ims/case/v1p0/CFDocuments/8c9c05bc-fa27-400e-8395-8350532912f4,8c9c05bc-fa27-400e-8395-8350532912f4,New York State Social Studies Learning Standards and K-12 Social Studies Framework,,New York,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
d98ec20b-0990-5f44-9815-06abbdb358d6,https://satchelcommons.com/ims/case/v1p0/CFDocuments/ad431d86-c7f1-4b27-9140-c6e8e71c21bb,ad431d86-c7f1-4b27-9140-c6e8e71c21bb,New Mexico STEM Ready! Science Standards,,New Mexico,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
77075b17-c6f8-5aed-a6dd-14a6407a15be,https://satchelcommons.com/ims/case/v1p0/CFDocuments/85560cd6-c109-44f5-a691-84d0d85578c9,85560cd6-c109-44f5-a691-84d0d85578c9,Indiana Academic Standards for English/Language Arts (2023),,Indiana,English Language Arts,en-US,Implemented,,2024-09-30,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
4f80e360-a4bd-5dc3-b621-2e01974de834,https://satchelcommons.com/ims/case/v1p0/CFDocuments/8f7aac52-16e5-431b-ad3b-0dde1861a149,8f7aac52-16e5-431b-ad3b-0dde1861a149,Hawai'i Next Generation Science Standards,,Hawaii,Science,en-US,Implemented,,2024-08-05,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
94211f7d-0571-54fd-8b6a-8811698d3719,https://satchelcommons.com/ims/case/v1p0/CFDocuments/5e92197c-8175-4bee-86a0-5191fb945902,5e92197c-8175-4bee-86a0-5191fb945902,Tennessee Social Studies Standards,,Tennessee,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
26e5890a-61b1-539c-8e50-9712ae595d53,https://satchelcommons.com/ims/case/v1p0/CFDocuments/552d4bf4-6675-11ec-b0ca-0242ac1c0003,552d4bf4-6675-11ec-b0ca-0242ac1c0003,Rhode Island Core Standards for English Language Arts/Literacy (2021),,Rhode Island,English Language Arts,en-US,Implemented,,2025-02-06,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
484e8bec-f989-599d-9686-ca13b8a59370,https://teks-api.texasgateway.org/ims/case/v1p0/CFDocuments/c22d9405-c1f7-51e6-9883-b3c807e67e6c,c22d9405-c1f7-51e6-9883-b3c807e67e6c,Chapter 110. English Language Arts and Reading,Chapter 110. English Language Arts and Reading,Texas,English Language Arts,en-US,Implemented,,2020-08-24,"Version notes: Updated v2.1.1 to delete all grades and courses deleted by SBOE effective August 1, 2020. Updated to v1.2.1 on 8/22/19 to include updated text for 110.3.b.6.C, 110.4.b.6.C, 110.5.b.6.C, 110.6.b.6.C, 110.7.b.6.C, 110.7.b.11.D.x, 110.22.b.5.C, 110.23.b.5.C, and 110.24.b.5.C, and updated ""Notes"" for 110.2-7 and 110.22-25.  Updated to v1.1.2 on 8/27/18 to include adopted/effective date details in ""Notes"" section for all Grade/Course items.",1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
10908932-cee3-5a60-af44-21ccae5a8600,https://ky.satchelcommons.com/ims/case/v1p0/CFDocuments/9594038a-093b-11ee-9abb-0242c0a82003,9594038a-093b-11ee-9abb-0242c0a82003,Kentucky Academic Standards: Science (2022),,Kentucky,Science,en-US,Implemented,,2024-07-03,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
7d60e5e9-5f2c-5602-a671-40d4ca7f07ad,https://satchelcommons.com/ims/case/v1p0/CFDocuments/466ed0fb-5e62-4f64-a859-266baafec15a,466ed0fb-5e62-4f64-a859-266baafec15a,"Iowa English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (2024)",,Iowa,English Language Arts,en-US,Implemented,,2025-03-21,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
2491760b-8f93-5a87-be24-ddbebc654929,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c6487bda-d7cb-11e8-824f-0242ac160002,c6487bda-d7cb-11e8-824f-0242ac160002,Connecticut Mathematics Standards,,Connecticut,Mathematics,en-US,Implemented,,2023-11-19,"These Standards define what students should understand and be able to do in their study of mathematics. Asking a student to understand something means asking a teacher to assess whether the student has understood it. But what does mathematical understanding look like? One hallmark of mathematical understanding is the ability to justify, in a way appropriate to the student's mathematical maturity, why a particular mathematical statement is true or where a mathematical rule comes from. There is a world of difference between a student who can summon a mnemonic device to expand a product such as (a + b)(x + y) and a student who can explain where the mnemonic comes from. The student who can explain the rule understands the mathematics, and may have a better chance to succeed at a less familiar task such as expanding (a + b + c)(x + y). Mathematical understanding and procedural skill are equally important, and both are assessable using mathematical tasks of sufficient richness.",1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
8e4133b0-37f1-51a7-8185-6c7c4aa05b51,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c648e049-d7cb-11e8-824f-0242ac160002,c648e049-d7cb-11e8-824f-0242ac160002,New Mexico Content Standards for Mathematics,,New Mexico,Mathematics,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
f967de2a-3901-518e-9654-a07357830daf,https://satchelcommons.com/ims/case/v1p0/CFDocuments/47e89cb5-3293-47d2-a002-92373efd6b7a,47e89cb5-3293-47d2-a002-92373efd6b7a,North Carolina Standards Course of Study: Science (2023),,North Carolina,Science,en-US,Implemented,,2025-05-12,"**North Carolina Standards Course of Study: Science (2023):**
https://ncdpi.instructure.com/courses/12448/pages/k-12-science-standards

**2023 K-12 Science Standards Strands:** https://docs.google.com/spreadsheets/d/1Rn3C4eTuMUIaXhjXOG8a-g9kHFVRN-Qd/edit?gid=201245743#gid=201245743",1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
3afb4916-132f-5765-a1f3-6ac48cf28804,https://standards.azed.gov/ims/case/v1p0/CFDocuments/8bbfb0aa-1273-4bf4-8217-31bffd0107b4,8bbfb0aa-1273-4bf4-8217-31bffd0107b4,Arizona Science Standards (2018),,Arizona,Science,en-US,Implemented,,2024-07-23,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
fd749c5e-30f9-5fce-997a-f85ac5c1a9d2,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c608ad09-d7cb-11e8-824f-0242ac160002,c608ad09-d7cb-11e8-824f-0242ac160002,Hawaii Common Core State Standards for English Language Arts,,Hawaii,English Language Arts,en-US,Implemented,,2024-08-05,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
adf245d4-4c53-5f1c-9622-4e207f3482dd,https://satchelcommons.com/ims/case/v1p0/CFDocuments/f228b6ac-1313-11eb-80c4-0242c0a84003,f228b6ac-1313-11eb-80c4-0242c0a84003,Science Standards of Learning for Virginia Public Schools (2018),,Virginia,Science,en-US,Implemented,,2025-02-04,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
93291cb2-a649-5366-a76a-79fd5885e43b,https://standards.ed.sc.gov/ims/case/v1p0/CFDocuments/972a0d00-6949-4805-b419-10f225038ff8,972a0d00-6949-4805-b419-10f225038ff8,South Carolina College- and Career-Ready Standards for Mathematics 2015,,South Carolina,Mathematics,en-US,Implemented,,2024-10-25,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
7ecbaa85-96fb-534f-93bc-afc6a3c12c4b,https://satchelcommons.com/ims/case/v1p0/CFDocuments/7fa2ac78-4b98-11ec-bd09-0242ac1a0003,7fa2ac78-4b98-11ec-bd09-0242ac1a0003,Rhode Island Core Standards for Mathematics (2021),,Rhode Island,Mathematics,en-US,Implemented,,2024-11-08,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
9a404c49-a3b0-53e0-83f6-5ae151da3bf4,https://satchelcommons.com/ims/case/v1p0/CFDocuments/2aff59f3-ee65-4546-9ffd-717a628db98d,2aff59f3-ee65-4546-9ffd-717a628db98d,Utah Core Standards for Science with Engineering Education,,Utah,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
dee0a4ec-6d6c-5d28-84b9-70e5fbc695b2,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c647fb93-d7cb-11e8-824f-0242ac160002,c647fb93-d7cb-11e8-824f-0242ac160002,West Virginia College- and Career-Readiness Standards for English Language Arts,,West Virginia,English Language Arts,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
acf973d6-23ca-5182-9066-2a1f2844c057,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c648bb7e-d7cb-11e8-824f-0242ac160002,c648bb7e-d7cb-11e8-824f-0242ac160002,Michigan K-12 Standards English Language Arts,,Michigan,English Language Arts,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
518a3e04-49c9-55be-b62d-42cdd21d5939,https://nc-satchel.commongoodlt.com/ims/case/v1p0/CFDocuments/c649d809-d7cb-11e8-824f-0242ac160002,c649d809-d7cb-11e8-824f-0242ac160002,Mathematics K-12: North Carolina Standard Course of Study (2017),,North Carolina,Mathematics,en-US,Implemented,,2025-08-22,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
106d18d2-7457-505c-ba2b-2f29a02b437f,https://satchelcommons.com/ims/case/v1p0/CFDocuments/21a7b3e7-b673-4d16-bece-54aee3f11749,21a7b3e7-b673-4d16-bece-54aee3f11749,Michigan Science Standards,,Michigan,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
2ca6308d-d1c9-5b21-8558-1a593dd01ea9,https://satchelcommons.com/ims/case/v1p0/CFDocuments/5990a11f-c5e1-451e-a869-e695a4f6b1d9,5990a11f-c5e1-451e-a869-e695a4f6b1d9,Iowa Core Social Studies,,Iowa,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
97e579ea-8311-593c-9d22-9ac2f3d76606,https://satchelcommons.com/ims/case/v1p0/CFDocuments/42d65f35-8e33-433b-8089-258e7c81b70b,42d65f35-8e33-433b-8089-258e7c81b70b,Maine Learning Results for Social Studies,,Maine,Social Studies,en-US,Implemented,,2023-12-28,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
e2be0c64-c98f-5e8f-a705-f18a9c2f54ca,https://satchelcommons.com/ims/case/v1p0/CFDocuments/472c522d-f5a1-475e-b168-476a03628f35,472c522d-f5a1-475e-b168-476a03628f35,Iowa Science Standards,,Iowa,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
3b556a70-dff6-519e-877d-a0b6f16198e0,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c6486d6e-d7cb-11e8-824f-0242ac160002,c6486d6e-d7cb-11e8-824f-0242ac160002,California Common Core State Standards - English Language Arts (2013),,California,English Language Arts,en-US,Implemented,,2025-02-04,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
8d69d5ff-e8c2-5be6-bd26-62bf8efab6f7,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c648d542-d7cb-11e8-824f-0242ac160002,c648d542-d7cb-11e8-824f-0242ac160002,New Hampshire English Language Arts/Literacy Standards (2010),,New Hampshire,English Language Arts,en-US,Implemented,,2025-02-06,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
af19501a-cb7a-56d2-89a6-75529cd40659,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c648e3cc-d7cb-11e8-824f-0242ac160002,c648e3cc-d7cb-11e8-824f-0242ac160002,Ohio Learning Standards for English Language Arts,,Ohio,English Language Arts,en-US,Implemented,,2025-02-03,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
67932799-dfad-5782-a5bc-9ca29d4e99d5,https://satchelcommons.com/ims/case/v1p0/CFDocuments/eb230a90-fa32-41a2-bb44-5e2c9d31c240,eb230a90-fa32-41a2-bb44-5e2c9d31c240,Ohio Learning Standards for Science,,Ohio,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
fc7145d1-39c7-5e08-84c6-d818504959a5,https://case.nd.gov/uri/6cb49550-0f81-11ee-bc59-0242ac160002,6cb49550-0f81-11ee-bc59-0242ac160002,2023 North Dakota English Language Arts Content Standards,,North Dakota,English Language Arts,en-US,Implemented,,2023-09-29,Revised Standards from 2017,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
abe90ce5-ce07-50b3-ab06-82aec54f9e86,https://satchelcommons.com/ims/case/v1p0/CFDocuments/e8dde36f-6397-4e02-b644-e356ef4c6223,e8dde36f-6397-4e02-b644-e356ef4c6223,History and Social Science Standards of Learning for Virginia (2023),,Virginia,Social Studies,en-US,Implemented,,2025-02-04,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
45a02273-a778-58ff-bd8a-1b6026ad6a2c,https://satchelcommons.com/ims/case/v1p0/CFDocuments/63b86793-ba9b-49e6-b02c-45e694997328,63b86793-ba9b-49e6-b02c-45e694997328,Tennessee Academic Standards for Science,,Tennessee,Science,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
0af917a0-966c-58cb-b3df-f6a4fb0f16d7,https://satchelcommons.com/ims/case/v1p0/CFDocuments/bc1a0fa1-661c-4f2d-9a56-70a132089995,bc1a0fa1-661c-4f2d-9a56-70a132089995,South Dakota Social Studies Content Standards (2015),,South Dakota,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
f78e8d0a-4068-53db-8163-38e704aafd2b,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c63bc986-d7cb-11e8-824f-0242ac160002,c63bc986-d7cb-11e8-824f-0242ac160002,Utah Core Standards for Mathematics (2016),,Utah,Mathematics,en-US,Implemented,,2024-09-13,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
60910fbc-f947-5aa7-b501-043d4a13488c,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c6490c75-d7cb-11e8-824f-0242ac160002,c6490c75-d7cb-11e8-824f-0242ac160002,Washington State K-12 English Language Arts Learning Standards,,Washington,English Language Arts,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
a5f062e5-eb30-5600-b823-5b1dadaf82c4,https://satchelcommons.com/ims/case/v1p0/CFDocuments/61499846-08b3-11eb-9d8f-0242c0a84003,61499846-08b3-11eb-9d8f-0242c0a84003,Maryland Social Studies Frameworks,,Maryland,Social Studies,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
14f159c1-7521-5a1e-aec3-0fec1c335d95,https://www.cpalms.org/Public/ims/case/v1p0/CFDocuments/56a98ac7-8878-4212-a321-94b9890bca02.json,56a98ac7-8878-4212-a321-94b9890bca02,Mathematics (B.E.S.T.),Mathematics (B.E.S.T.) Standards,Florida,Mathematics,en-US,Implemented,,2023-11-06,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
66443128-dd70-5c57-bbe0-e45cee363495,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c649d99c-d7cb-11e8-824f-0242ac160002,c649d99c-d7cb-11e8-824f-0242ac160002,Kansas Mathematics Standards,,Kansas,Mathematics,en-US,Implemented,,2024-11-08,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
73a2a5f9-dc8e-5a7b-b378-63dcf9ebf1b5,https://satchelcommons.com/ims/case/v1p0/CFDocuments/c64942d8-d7cb-11e8-824f-0242ac160002,c64942d8-d7cb-11e8-824f-0242ac160002,Louisiana Student Standards for Mathematics,,Louisiana,Mathematics,en-US,Implemented,,2023-11-19,,1EdTech,Chan Zuckerberg Initiative,https://creativecommons.org/licenses/by/4.0/,Knowledge Graph is provided by CZI-E under the CC BY-4.0 license. CZI-E received state standards and written permission under CC BY-4.0 from 1EdTech.
